code,date,value
MWTRV,5/17/2020,20482.1882
NADDU,5/17/2020,495954
NTRAN,5/17/2020,236808
NTRAT,5/17/2020,530669894
NTRBL,5/17/2020,2321.6471
NTREP,5/17/2020,231918
TOTBC,5/17/2020,18379631.25
TOUTV,5/17/2020,587798.4151
TRFEE,5/17/2020,100.6501
TRFUS,5/17/2020,972748.4921
TRVOU,5/17/2020,116707143.6
ATRCT,5/18/2020,11.5958
AVBLS,5/18/2020,1.3527
BLCHS,5/18/2020,277896.637
CPTRA,5/18/2020,34.0792
CPTRV,5/18/2020,0.6438
DIFF,5/18/2020,1.61048E+13
ETRAV,5/18/2020,156862.6122
ETRVU,5/18/2020,1522447448
HRATE,5/18/2020,102473513.3
MIREV,5/18/2020,9800851.106
MKPRU,5/18/2020,9669.4
MKTCP,5/18/2020,1.78576E+11
MWNTD,5/18/2020,90071
MWNUS,5/18/2020,49113120
MWTRV,5/18/2020,44480.5218
NADDU,5/18/2020,602631
NTRAN,5/18/2020,273723
NTRAT,5/18/2020,530906830
NTRBL,5/18/2020,2138.4609
NTREP,5/18/2020,269104
TOTBC,5/18/2020,18380525
TOUTV,5/18/2020,1062998.796
TRFEE,5/18/2020,163.9096
TRFUS,5/18/2020,1657263.606
TRVOU,5/18/2020,176082868.2
ATRCT,5/19/2020,16.8333
AVBLS,5/19/2020,1.3333
BLCHS,5/19/2020,278070.0678
CPTRA,5/19/2020,31.6502
CPTRV,5/19/2020,0.6702
DIFF,5/19/2020,1.61048E+13
ETRAV,5/19/2020,136866.6331
ETRVU,5/19/2020,1324908762
HRATE,5/19/2020,92066047.08
MIREV,5/19/2020,8879553.758
MKPRU,5/19/2020,9719.37
MKTCP,5/19/2020,1.78086E+11
MWNTD,5/19/2020,92960
MWNUS,5/19/2020,49161786
MWTRV,5/19/2020,44051.6866
NADDU,5/19/2020,581379
NTRAN,5/19/2020,274897
NTRAT,5/19/2020,531180506
NTRBL,5/19/2020,2390.4087
NTREP,5/19/2020,270773
TOTBC,5/19/2020,18381187.5
TOUTV,5/19/2020,1176856.581
TRFEE,5/19/2020,182.3488
TRFUS,5/19/2020,1803715.02
TRVOU,5/19/2020,230169746.6
ATRCT,5/20/2020,16.65
AVBLS,5/20/2020,1.3279
BLCHS,5/20/2020,278223.2664
CPTRA,5/20/2020,31.4628
CPTRV,5/20/2020,0.5186
DIFF,5/20/2020,1.52137E+13
ETRAV,5/20/2020,176517.3757
ETRVU,5/20/2020,1698883645
HRATE,5/20/2020,86971887.32
MIREV,5/20/2020,8810740.963
MKPRU,5/20/2020,9785.74
MKTCP,5/20/2020,1.75914E+11
MWNTD,5/20/2020,94486
MWNUS,5/20/2020,49203381
MWTRV,5/20/2020,45002.5054
NADDU,5/20/2020,604523
NTRAN,5/20/2020,280037
NTRAT,5/20/2020,531454584
NTRBL,5/20/2020,2435.1043
NTREP,5/20/2020,275788
TOTBC,5/20/2020,18381843.75
TOUTV,5/20/2020,1085395.619
TRFEE,5/20/2020,192.286
TRFUS,5/20/2020,1857616.12
TRVOU,5/20/2020,228306109.2
ATRCT,5/21/2020,16.4667
AVBLS,5/21/2020,1.2957
BLCHS,5/21/2020,278376.4895
CPTRA,5/21/2020,31.6615
CPTRV,5/21/2020,0.5171
DIFF,5/21/2020,1.5138E+13
ETRAV,5/21/2020,198429.8087
ETRVU,5/21/2020,1827598465
HRATE,5/21/2020,98579623.7
MIREV,5/21/2020,9450405.201
MKPRU,5/21/2020,9510.67
MKTCP,5/21/2020,1.67558E+11
MWNTD,5/21/2020,93371
MWNUS,5/21/2020,49254397
MWTRV,5/21/2020,56540.7654
NADDU,5/21/2020,624412
NTRAN,5/21/2020,298483
NTRAT,5/21/2020,531734091
NTRBL,5/21/2020,2278.4962
NTREP,5/21/2020,293771
TOTBC,5/21/2020,18382718.75
TOUTV,5/21/2020,981107.8911
TRFEE,5/21/2020,201.4998
TRFUS,5/21/2020,1861114.576
TRVOU,5/21/2020,231513104
ATRCT,5/22/2020,13.8667
AVBLS,5/22/2020,1.2971
BLCHS,5/22/2020,278545.5883
CPTRA,5/22/2020,27.8724
CPTRV,5/22/2020,0.5935
DIFF,5/22/2020,1.5138E+13
ETRAV,5/22/2020,143644.3757
ETRVU,5/22/2020,1309276220
HRATE,5/22/2020,83529299.47
MIREV,5/22/2020,7770388.924
MKPRU,5/22/2020,9057.57
MKTCP,5/22/2020,1.6898E+11
MWNTD,5/22/2020,89905
MWNUS,5/22/2020,49291081
MWTRV,5/22/2020,36567.0317
NADDU,5/22/2020,558174
NTRAN,5/22/2020,278784
NTRAT,5/22/2020,532032847
NTRBL,5/22/2020,2511.5676
NTREP,5/22/2020,273638
TOTBC,5/22/2020,18383375
TOUTV,5/22/2020,987088.0196
TRFEE,5/22/2020,158.6395
TRFUS,5/22/2020,1447001.424
TRVOU,5/22/2020,302921371.1
ATRCT,5/23/2020,15.8083
AVBLS,5/23/2020,1.2789
BLCHS,5/23/2020,278689.7012
CPTRA,5/23/2020,29.1314
CPTRV,5/23/2020,1.1886
DIFF,5/23/2020,1.5138E+13
ETRAV,5/23/2020,71722.289
ETRVU,5/23/2020,659872561.7
HRATE,5/23/2020,89549429.17
MIREV,5/23/2020,7843058.63
MKPRU,5/23/2020,9167.26
MKTCP,5/23/2020,1.68793E+11
MWNTD,5/23/2020,83568
MWNUS,5/23/2020,49338881
MWTRV,5/23/2020,27700.5408
NADDU,5/23/2020,558174
NTRAN,5/23/2020,269230
NTRAT,5/23/2020,532312330
NTRBL,5/23/2020,2262.437
NTREP,5/23/2020,265375
TOTBC,5/23/2020,18384031.25
TOUTV,5/23/2020,556030.7683
TRFEE,5/23/2020,108.0328
TRFUS,5/23/2020,994049.2552
TRVOU,5/23/2020,137706362.8
ATRCT,5/24/2020,10.2
AVBLS,5/24/2020,1.4128
BLCHS,5/24/2020,278841.8465
CPTRA,5/24/2020,33.9665
CPTRV,5/24/2020,0.7422
DIFF,5/24/2020,1.5138E+13
ETRAV,5/24/2020,107256.043
ETRVU,5/24/2020,981745455.3
HRATE,5/24/2020,87291880.53
MIREV,5/24/2020,7286826.339
MKPRU,5/24/2020,9178.32
MKTCP,5/24/2020,1.66393E+11
MWNTD,5/24/2020,68387
MWNUS,5/24/2020,49378595
MWTRV,5/24/2020,18577.6374
NADDU,5/24/2020,458476
NTRAN,5/24/2020,214530
NTRAT,5/24/2020,532581722
NTRBL,5/24/2020,1849.3966
NTREP,5/24/2020,211050
TOTBC,5/24/2020,18384906.25
TOUTV,5/24/2020,595935.2138
TRFEE,5/24/2020,73.4362
TRFUS,5/24/2020,669463.8388
TRVOU,5/24/2020,69573042.35
ATRCT,5/25/2020,9.6167
AVBLS,5/25/2020,1.2793
BLCHS,5/25/2020,279005.665
CPTRA,5/25/2020,28.9221
CPTRV,5/25/2020,0.3223
DIFF,5/25/2020,1.5138E+13
ETRAV,5/25/2020,270424.2006
ETRVU,5/25/2020,2386079966
HRATE,5/25/2020,94064526.43
MIREV,5/25/2020,7689659.793
MKPRU,5/25/2020,8730.73
MKTCP,5/25/2020,1.61968E+11
MWNTD,5/25/2020,87335
MWNUS,5/25/2020,49413967
MWTRV,5/25/2020,42969.633
NADDU,5/25/2020,551378
NTRAN,5/25/2020,265875
NTRAT,5/25/2020,532797092
NTRBL,5/25/2020,2127
NTREP,5/25/2020,261163
TOTBC,5/25/2020,18385562.5
TOUTV,5/25/2020,1099658.349
TRFEE,5/25/2020,92.3763
TRFUS,5/25/2020,812882.4585
TRVOU,5/25/2020,151515271.1
ATRCT,5/26/2020,11.95
AVBLS,5/26/2020,1.3076
BLCHS,5/26/2020,279165.6998
CPTRA,5/26/2020,25.5814
CPTRV,5/26/2020,0.7478
DIFF,5/26/2020,1.5138E+13
ETRAV,5/26/2020,116290.3673
ETRVU,5/26/2020,1028006698
HRATE,5/26/2020,93312010.22
MIREV,5/26/2020,7687822.768
MKPRU,5/26/2020,8899.66
MKTCP,5/26/2020,1.62426E+11
MWNTD,5/26/2020,94097
MWNUS,5/26/2020,49457839
MWTRV,5/26/2020,37191.5444
NADDU,5/26/2020,605213
NTRAN,5/26/2020,295782
NTRAT,5/26/2020,533062704
NTRBL,5/26/2020,2385.3387
NTREP,5/26/2020,291137
TOTBC,5/26/2020,18386437.5
TOUTV,5/26/2020,952761.5816
TRFEE,5/26/2020,80.4744
TRFUS,5/26/2020,721876.3628
TRVOU,5/26/2020,151521072.3
ATRCT,5/27/2020,9.1917
AVBLS,5/27/2020,1.3435
BLCHS,5/27/2020,279327.892
CPTRA,5/27/2020,29.3588
CPTRV,5/27/2020,0.5587
DIFF,5/27/2020,1.5138E+13
ETRAV,5/27/2020,181996.8458
ETRVU,5/27/2020,1653961345
HRATE,5/27/2020,103847237.2
MIREV,5/27/2020,9241012.007
MKPRU,5/27/2020,8842.85
MKTCP,5/27/2020,1.67619E+11
MWNTD,5/27/2020,101086
MWNUS,5/27/2020,49483073
MWTRV,5/27/2020,52876.9606
NADDU,5/27/2020,603823
NTRAN,5/27/2020,292927
NTRAT,5/27/2020,533357395
NTRBL,5/27/2020,2122.6594
NTREP,5/27/2020,287455
TOTBC,5/27/2020,18387337.5
TOUTV,5/27/2020,1106668.093
TRFEE,5/27/2020,77.8991
TRFUS,5/27/2020,745727.6319
TRVOU,5/27/2020,120113139
ATRCT,5/28/2020,11.4167
AVBLS,5/28/2020,1.2818
BLCHS,5/28/2020,279513.119
CPTRA,5/28/2020,28.1989
CPTRV,5/28/2020,0.6508
DIFF,5/28/2020,1.5138E+13
ETRAV,5/28/2020,138922.7204
ETRVU,5/28/2020,1299498648
HRATE,5/28/2020,98579623.7
MIREV,5/28/2020,8457127.388
MKPRU,5/28/2020,9197.54
MKTCP,5/28/2020,1.74079E+11
MWNTD,5/28/2020,99204
MWNUS,5/28/2020,49526761
MWTRV,5/28/2020,42403.8947
NADDU,5/28/2020,617362
NTRAN,5/28/2020,299910
NTRAT,5/28/2020,533650634
NTRBL,5/28/2020,2289.3893
NTREP,5/28/2020,294489
TOTBC,5/28/2020,18387993.75
TOUTV,5/28/2020,839340.5209
TRFEE,5/28/2020,88.3424
TRFUS,5/28/2020,826468.0132
TRVOU,5/28/2020,148428061
ATRCT,5/29/2020,13.8833
AVBLS,5/29/2020,1.2709
BLCHS,5/29/2020,279681.1652
CPTRA,5/29/2020,29.8625
CPTRV,5/29/2020,0.516
DIFF,5/29/2020,1.5138E+13
ETRAV,5/29/2020,174955.0913
ETRVU,5/29/2020,1652605318
HRATE,5/29/2020,95569558.86
MIREV,5/29/2020,8526743.19
MKPRU,5/29/2020,9569.21
MKTCP,5/29/2020,1.73508E+11
MWNTD,5/29/2020,100135
MWNUS,5/29/2020,49552512
MWTRV,5/29/2020,47386.2039
NADDU,5/29/2020,591013
NTRAN,5/29/2020,280960
NTRAT,5/29/2020,533950813
NTRBL,5/29/2020,2212.2835
NTREP,5/29/2020,276012
TOTBC,5/29/2020,18388875
TOUTV,5/29/2020,1047675.481
TRFEE,5/29/2020,94.1095
TRFUS,5/29/2020,898408.8145
TRVOU,5/29/2020,193513827.7
ATRCT,5/30/2020,7.6792
AVBLS,5/30/2020,1.2455
BLCHS,5/30/2020,279842.5053
CPTRA,5/30/2020,34.656
CPTRV,5/30/2020,1.3651
DIFF,5/30/2020,1.5138E+13
ETRAV,5/30/2020,76390.3348
ETRVU,5/30/2020,726174719.7
HRATE,5/30/2020,117392529
MIREV,5/30/2020,9913195.966
MKPRU,5/30/2020,9425.98
MKTCP,5/30/2020,1.75365E+11
MWNTD,5/30/2020,87639
MWNUS,5/30/2020,49584938
MWTRV,5/30/2020,29534.0211
NADDU,5/30/2020,556912
NTRAN,5/30/2020,286046
NTRAT,5/30/2020,534231865
NTRBL,5/30/2020,1833.6282
NTREP,5/30/2020,281145
TOTBC,5/30/2020,18389750
TOUTV,5/30/2020,587440.1453
TRFEE,5/30/2020,68.4324
TRFUS,5/30/2020,650716.372
TRVOU,5/30/2020,144086661.4
ATRCT,5/31/2020,7.8083
AVBLS,5/31/2020,1.0519
BLCHS,5/31/2020,280036.871
CPTRA,5/31/2020,36.925
CPTRV,5/31/2020,0.6114
DIFF,5/31/2020,1.5138E+13
ETRAV,5/31/2020,163468.6787
ETRVU,5/31/2020,1560857802
HRATE,5/31/2020,112877431.7
MIREV,5/31/2020,9542417.459
MKPRU,5/31/2020,9698.1
MKTCP,5/31/2020,1.7406E+11
MWNTD,5/31/2020,76234
MWNUS,5/31/2020,49612974
MWTRV,5/31/2020,24688.6736
NADDU,5/31/2020,495162
NTRAN,5/31/2020,258427
NTRAT,5/31/2020,534517836
NTRBL,5/31/2020,1722.8467
NTREP,5/31/2020,253287
TOTBC,5/31/2020,18390843.75
TOUTV,5/31/2020,752990.409
TRFEE,5/31/2020,61.0264
TRFUS,5/31/2020,582754.2678
TRVOU,5/31/2020,132752538.8
ATRCT,6/1/2020,13.2792
AVBLS,6/1/2020,1.2694
BLCHS,6/1/2020,280194.6601
CPTRA,6/1/2020,28.5993
CPTRV,6/1/2020,0.3705
DIFF,6/1/2020,1.5138E+13
ETRAV,6/1/2020,251034.4906
ETRVU,6/1/2020,2405059314
HRATE,6/1/2020,100837172.3
MIREV,6/1/2020,8910754.391
MKPRU,6/1/2020,9450.84
MKTCP,6/1/2020,1.89812E+11
MWNTD,6/1/2020,102248
MWNUS,6/1/2020,49639293
MWTRV,6/1/2020,47678.177
NADDU,6/1/2020,623944
NTRAN,6/1/2020,308312
NTRAT,6/1/2020,534776499
NTRBL,6/1/2020,2300.8358
NTREP,6/1/2020,302609
TOTBC,6/1/2020,18391725
TOUTV,6/1/2020,1253496.176
TRFEE,6/1/2020,79.7307
TRFUS,6/1/2020,766439.6478
TRVOU,6/1/2020,99233158.44
ATRCT,6/2/2020,11.7
AVBLS,6/2/2020,1.2837
BLCHS,6/2/2020,280364.6191
CPTRA,6/2/2020,29.401
CPTRV,6/2/2020,0.3325
DIFF,6/2/2020,1.5138E+13
ETRAV,6/2/2020,269856.4756
ETRVU,6/2/2020,2689299632
HRATE,6/2/2020,97074591.28
MIREV,6/2/2020,8941264.807
MKPRU,6/2/2020,10204.23
MKTCP,6/2/2020,1.74737E+11
MWNTD,6/2/2020,107854
MWNUS,6/2/2020,49681375
MWTRV,6/2/2020,57584.9893
NADDU,6/2/2020,638403
NTRAN,6/2/2020,304114
NTRAT,6/2/2020,535083331
NTRBL,6/2/2020,2357.4729
NTREP,6/2/2020,298157
TOTBC,6/2/2020,18392381.25
TOUTV,6/2/2020,1566267.803
TRFEE,6/2/2020,97.9271
TRFUS,6/2/2020,965817.9322
TRVOU,6/2/2020,280975718
ATRCT,6/3/2020,13.1667
AVBLS,6/3/2020,1.2828
BLCHS,6/3/2020,280530.2674
CPTRA,6/3/2020,28.9211
CPTRV,6/3/2020,0.6639
DIFF,6/3/2020,1.5138E+13
ETRAV,6/3/2020,143202.6283
ETRVU,6/3/2020,1367910769
HRATE,6/3/2020,104599753.4
MIREV,6/3/2020,9081230.369
MKPRU,6/3/2020,9525.57
MKTCP,6/3/2020,1.75968E+11
MWNTD,6/3/2020,101543
MWNUS,6/3/2020,49709097
MWTRV,6/3/2020,43213.2415
NADDU,6/3/2020,646746
NTRAN,6/3/2020,314000
NTRAT,6/3/2020,535388210
NTRBL,6/3/2020,2258.9928
NTREP,6/3/2020,308625
TOTBC,6/3/2020,18393256.25
TOUTV,6/3/2020,1129212.652
TRFEE,6/3/2020,82.1646
TRFUS,6/3/2020,784999.1186
TRVOU,6/3/2020,429398121.5
ATRCT,6/4/2020,10.4
AVBLS,6/4/2020,1.2365
BLCHS,6/4/2020,280708.4768
CPTRA,6/4/2020,30.6779
CPTRV,6/4/2020,0.5564
DIFF,6/4/2020,1.44771E+13
ETRAV,6/4/2020,180171.6848
ETRVU,6/4/2020,1754810884
HRATE,6/4/2020,108668660.7
MIREV,6/4/2020,9764314.2
MKPRU,6/4/2020,9658.04
MKTCP,6/4/2020,1.81513E+11
MWNTD,6/4/2020,104324
MWNUS,6/4/2020,49741292
MWTRV,6/4/2020,38249.8859
NADDU,6/4/2020,628388
NTRAN,6/4/2020,318285
NTRAT,6/4/2020,535702267
NTRBL,6/4/2020,2107.8477
NTREP,6/4/2020,313108
TOTBC,6/4/2020,18394131.25
TOUTV,6/4/2020,1152648.342
TRFEE,6/4/2020,62.3774
TRFUS,6/4/2020,605764.2004
TRVOU,6/4/2020,128440438.9
ATRCT,6/5/2020,6.3667
AVBLS,6/5/2020,1.0426
BLCHS,6/5/2020,280895.1956
CPTRA,6/5/2020,35.3094
CPTRV,6/5/2020,0.6436
DIFF,6/5/2020,1.37324E+13
ETRAV,6/5/2020,184254.9573
ETRVU,6/5/2020,1798108013
HRATE,6/5/2020,122192367.7
MIREV,6/5/2020,11573082.69
MKPRU,6/5/2020,9794.56
MKTCP,6/5/2020,1.77866E+11
MWNTD,6/5/2020,104084
MWNUS,6/5/2020,49783919
MWTRV,6/5/2020,49040.7148
NADDU,6/5/2020,643217
NTRAN,6/5/2020,327082
NTRAT,6/5/2020,536019398
NTRBL,6/5/2020,1827.2737
NTREP,6/5/2020,321671
TOTBC,6/5/2020,18395450
TOUTV,6/5/2020,1061346.607
TRFEE,6/5/2020,55.9957
TRFUS,6/5/2020,546338.94
TRVOU,6/5/2020,183077760.7
ATRCT,6/6/2020,3.9833
AVBLS,6/6/2020,0.7932
BLCHS,6/6/2020,281081.7452
CPTRA,6/6/2020,43.2182
CPTRV,6/6/2020,2.1578
DIFF,6/6/2020,1.37324E+13
ETRAV,6/6/2020,60040.8765
ETRVU,6/6/2020,578237010.3
HRATE,6/6/2020,133797229.5
MIREV,6/6/2020,12477168.4
MKPRU,6/6/2020,9623.75
MKTCP,6/6/2020,1.78318E+11
MWNTD,6/6/2020,86383
MWNUS,6/6/2020,49816588
MWTRV,6/6/2020,23745.709
NADDU,6/6/2020,548424
NTRAN,6/6/2020,284873
NTRAT,6/6/2020,536347920
NTRBL,6/6/2020,1453.4337
NTREP,6/6/2020,280649
TOTBC,6/6/2020,18396562.5
TOUTV,6/6/2020,499113.0598
TRFEE,6/6/2020,31.9263
TRFUS,6/6/2020,310840.275
TRVOU,6/6/2020,139993515.4
ATRCT,6/7/2020,5.8333
AVBLS,6/7/2020,0.8617
BLCHS,6/7/2020,281236.5676
CPTRA,6/7/2020,38.9155
CPTRV,6/7/2020,1.9609
DIFF,6/7/2020,1.37324E+13
ETRAV,6/7/2020,52177.2057
ETRVU,6/7/2020,500851759.6
HRATE,6/7/2020,108539589.2
MIREV,6/7/2020,9821022.765
MKPRU,6/7/2020,9670.43
MKTCP,6/7/2020,1.79791E+11
MWNTD,6/7/2020,76745
MWNUS,6/7/2020,49841267
MWTRV,6/7/2020,20680.5286
NADDU,6/7/2020,487527
NTRAN,6/7/2020,252368
NTRAT,6/7/2020,536631092
NTRBL,6/7/2020,1587.2201
NTREP,6/7/2020,248115
TOTBC,6/7/2020,18397656.25
TOUTV,6/7/2020,452165.2916
TRFEE,6/7/2020,26.3291
TRFUS,6/7/2020,252841.5145
TRVOU,6/7/2020,74040583.55
ATRCT,6/8/2020,7.675
AVBLS,6/8/2020,1.1517
BLCHS,6/8/2020,281374.3884
CPTRA,6/8/2020,32.1652
CPTRV,6/8/2020,0.7028
DIFF,6/8/2020,1.37324E+13
ETRAV,6/8/2020,151974.1729
ETRVU,6/8/2020,1476953361
HRATE,6/8/2020,110587506
MIREV,6/8/2020,10379765.62
MKPRU,6/8/2020,9753.85
MKTCP,6/8/2020,1.78576E+11
MWNTD,6/8/2020,103306
MWNUS,6/8/2020,49888402
MWTRV,6/8/2020,36510.4397
NADDU,6/8/2020,625333
NTRAN,6/8/2020,317275
NTRAT,6/8/2020,536885190
NTRBL,6/8/2020,1958.4877
NTREP,6/8/2020,310460
TOTBC,6/8/2020,18398537.5
TOUTV,6/8/2020,983934.7342
TRFEE,6/8/2020,41.7225
TRFUS,6/8/2020,411865.6243
TRVOU,6/8/2020,129391452.9
ATRCT,6/9/2020,7.8
AVBLS,6/9/2020,1.1766
BLCHS,6/9/2020,281560.9951
CPTRA,6/9/2020,30.9416
CPTRV,6/9/2020,0.856
DIFF,6/9/2020,1.37324E+13
ETRAV,6/9/2020,122474.141
ETRVU,6/9/2020,1189532513
HRATE,6/9/2020,109222228.1
MIREV,6/9/2020,10182263.04
MKPRU,6/9/2020,9782.59
MKTCP,6/9/2020,1.80307E+11
MWNTD,6/9/2020,110563
MWNUS,6/9/2020,49917252
MWTRV,6/9/2020,53843.9749
NADDU,6/9/2020,644690
NTRAN,6/9/2020,327074
NTRAT,6/9/2020,537201669
NTRBL,6/9/2020,2044.2125
NTREP,6/9/2020,320953
TOTBC,6/9/2020,18399637.5
TOUTV,6/9/2020,879184.1759
TRFEE,6/9/2020,35.1746
TRFUS,6/9/2020,343909.9189
TRVOU,6/9/2020,111353754.6
ATRCT,6/10/2020,7.7333
AVBLS,6/10/2020,1.0809
BLCHS,6/10/2020,281749.2307
CPTRA,6/10/2020,31.9876
CPTRV,6/10/2020,0.8777
DIFF,6/10/2020,1.37324E+13
ETRAV,6/10/2020,121166.7633
ETRVU,6/10/2020,1185046065
HRATE,6/10/2020,111952783.8
MIREV,6/10/2020,10401186.39
MKPRU,6/10/2020,9775.15
MKTCP,6/10/2020,1.79828E+11
MWNTD,6/10/2020,109082
MWNUS,6/10/2020,49956355
MWTRV,6/10/2020,54572.9305
NADDU,6/10/2020,645485
NTRAN,6/10/2020,325163
NTRAT,6/10/2020,537529611
NTRBL,6/10/2020,1982.7012
NTREP,6/10/2020,319466
TOTBC,6/10/2020,18400512.5
TOUTV,6/10/2020,1195978.121
TRFEE,6/10/2020,38.3855
TRFUS,6/10/2020,375636.3867
TRVOU,6/10/2020,153220784.2
ATRCT,6/11/2020,6.3
AVBLS,6/11/2020,1.3825
BLCHS,6/11/2020,281926.4848
CPTRA,6/11/2020,34.5082
CPTRV,6/11/2020,0.4946
DIFF,6/11/2020,1.37324E+13
ETRAV,6/11/2020,238689.1028
ETRVU,6/11/2020,2319865800
HRATE,6/11/2020,126288201.3
MIREV,6/11/2020,11473619.15
MKPRU,6/11/2020,9892.13
MKTCP,6/11/2020,1.71551E+11
MWNTD,6/11/2020,109124
MWNUS,6/11/2020,49984930
MWTRV,6/11/2020,46010.527
NADDU,6/11/2020,673800
NTRAN,6/11/2020,332490
NTRAT,6/11/2020,537854272
NTRBL,6/11/2020,1797.2432
NTREP,6/11/2020,326872
TOTBC,6/11/2020,18401825
TOUTV,6/11/2020,1001631.286
TRFEE,6/11/2020,38.5924
TRFUS,6/11/2020,370845.0266
TRVOU,6/11/2020,158586968.1
ATRCT,6/12/2020,7.0667
AVBLS,6/12/2020,1.3555
BLCHS,6/12/2020,282182.2761
CPTRA,6/12/2020,30.9995
CPTRV,6/12/2020,0.8291
DIFF,6/12/2020,1.37324E+13
ETRAV,6/12/2020,126474.9735
ETRVU,6/12/2020,1189940933
HRATE,6/12/2020,111270144.9
MIREV,6/12/2020,9866334.581
MKPRU,6/12/2020,9286.42
MKTCP,6/12/2020,1.73436E+11
MWNTD,6/12/2020,107338
MWNUS,6/12/2020,50031529
MWTRV,6/12/2020,60783.8666
NADDU,6/12/2020,635165
NTRAN,6/12/2020,318274
NTRAT,6/12/2020,538187853
NTRBL,6/12/2020,1952.6012
NTREP,6/12/2020,313063
TOTBC,6/12/2020,18402700
TOUTV,6/12/2020,830253.8637
TRFEE,6/12/2020,29.9188
TRFUS,6/12/2020,281531.4563
TRVOU,6/12/2020,321867038.6
ATRCT,6/13/2020,7.6833
AVBLS,6/13/2020,1.0675
BLCHS,6/13/2020,282403.4854
CPTRA,6/13/2020,33.9681
CPTRV,6/13/2020,1.669
DIFF,6/13/2020,1.37324E+13
ETRAV,6/13/2020,61174.6864
ETRVU,6/13/2020,576532445.7
HRATE,6/13/2020,107856950.3
MIREV,6/13/2020,9622452.784
MKPRU,6/13/2020,9459.97
MKTCP,6/13/2020,1.73171E+11
MWNTD,6/13/2020,91246
MWNUS,6/13/2020,50058282
MWTRV,6/13/2020,24015.0044
NADDU,6/13/2020,541115
NTRAN,6/13/2020,280181
NTRAT,6/13/2020,538503976
NTRBL,6/13/2020,1773.2975
NTREP,6/13/2020,275627
TOTBC,6/13/2020,18403800
TOUTV,6/13/2020,582211.6817
TRFEE,6/13/2020,21.0833
TRFUS,6/13/2020,199849.6592
TRVOU,6/13/2020,132333533.7
ATRCT,6/14/2020,5.2833
AVBLS,6/14/2020,0.8253
BLCHS,6/14/2020,282571.8287
CPTRA,6/14/2020,37.3428
CPTRV,6/14/2020,2.2615
DIFF,6/14/2020,1.37324E+13
ETRAV,6/14/2020,48809.1242
ETRVU,6/14/2020,459031700.9
HRATE,6/14/2020,116048617.4
MIREV,6/14/2020,10380781.54
MKPRU,6/14/2020,9473.5
MKTCP,6/14/2020,1.72702E+11
MWNTD,6/14/2020,81377
MWNUS,6/14/2020,50089369
MWTRV,6/14/2020,21648.7943
NADDU,6/14/2020,502951
NTRAN,6/14/2020,275723
NTRAT,6/14/2020,538785787
NTRBL,6/14/2020,1621.9
NTREP,6/14/2020,271315
TOTBC,6/14/2020,18404906.25
TOUTV,6/14/2020,479773.8677
TRFEE,6/14/2020,16.2969
TRFUS,6/14/2020,154256.5378
TRVOU,6/14/2020,51803750.58
ATRCT,6/15/2020,10.6542
AVBLS,6/15/2020,1.1293
BLCHS,6/15/2020,282711.6062
CPTRA,6/15/2020,28.1199
CPTRV,6/15/2020,0.49
DIFF,6/15/2020,1.37324E+13
ETRAV,6/15/2020,184093.5698
ETRVU,6/15/2020,1689895109
HRATE,6/15/2020,94204171.77
MIREV,6/15/2020,8280410.6
MKPRU,6/15/2020,9330.07
MKTCP,6/15/2020,1.73843E+11
MWNTD,6/15/2020,110367
MWNUS,6/15/2020,50126939
MWTRV,6/15/2020,46893.9357
NADDU,6/15/2020,606713
NTRAN,6/15/2020,294468
NTRAT,6/15/2020,539060238
NTRBL,6/15/2020,2133.8261
NTREP,6/15/2020,289685
TOTBC,6/15/2020,18405781.25
TOUTV,6/15/2020,1010530.124
TRFEE,6/15/2020,34.1832
TRFUS,6/15/2020,317051.2246
TRVOU,6/15/2020,63632383.61
ATRCT,6/16/2020,11.2875
AVBLS,6/16/2020,1.2231
BLCHS,6/16/2020,282867.9469
CPTRA,6/16/2020,27.6652
CPTRV,6/16/2020,0.5803
DIFF,6/16/2020,1.4266E+13
ETRAV,6/16/2020,174623.1581
ETRVU,6/16/2020,1657379523
HRATE,6/16/2020,106374812.7
MIREV,6/16/2020,9617963.21
MKPRU,6/16/2020,9426.7
MKTCP,6/16/2020,1.74652E+11
MWNTD,6/16/2020,119884
MWNUS,6/16/2020,50166014
MWTRV,6/16/2020,52475.6518
NADDU,6/16/2020,683561
NTRAN,6/16/2020,340517
NTRAT,6/16/2020,539355409
NTRBL,6/16/2020,2270.1133
NTREP,6/16/2020,335243
TOTBC,6/16/2020,18406668.75
TOUTV,6/16/2020,1354151.169
TRFEE,6/16/2020,50.5974
TRFUS,6/16/2020,487981.9601
TRVOU,6/16/2020,244968165
ATRCT,6/17/2020,12.2
AVBLS,6/17/2020,1.2715
BLCHS,6/17/2020,283051.4991
CPTRA,6/17/2020,25.7887
CPTRV,6/17/2020,0.5128
DIFF,6/17/2020,1.57847E+13
ETRAV,6/17/2020,180462.3052
ETRVU,6/17/2020,1698265607
HRATE,6/17/2020,108283617.6
MIREV,6/17/2020,8709273.108
MKPRU,6/17/2020,9526
MKTCP,6/17/2020,1.72994E+11
MWNTD,6/17/2020,113188
MWNUS,6/17/2020,50206369
MWTRV,6/17/2020,47629.707
NADDU,6/17/2020,669086
NTRAN,6/17/2020,333547
NTRAT,6/17/2020,539696929
